N,P,K,temperature,humidity,ph,rainfall,label
21,133,203,23.89,92.52,6.28,101.65,apple
23,124,196,22.41,90.73,6.31,103.09,apple
4,124,200,21.24,90.67,6.36,120.19,apple
39,126,202,23.11,91.63,5.52,105.0,apple
28,143,195,23.07,90.19,5.81,105.58,apple
2,130,203,23.03,92.01,6.15,122.09,apple
35,139,196,23.53,91.58,6.39,110.77,apple
29,122,205,21.88,93.64,5.56,124.33,apple
0,132,200,23.28,91.67,5.67,120.32,apple
8,138,195,23.49,90.14,5.93,124.17,apple
18,140,199,23.6,94.65,5.93,102.91,apple
35,120,195,23.4,93.57,5.68,106.61,apple
20,128,203,23.6,94.68,5.74,112.39,apple
11,136,202,22.59,94.47,6.04,121.01,apple
33,135,202,23.7,91.92,5.62,105.47,apple
10,131,201,21.32,92.55,5.99,100.48,apple
18,120,205,23.47,92.56,6.28,117.29,apple
37,137,200,23.76,93.1,6.19,118.3,apple
9,136,198,22.76,94.48,6.31,114.99,apple
5,122,202,23.57,92.72,6.48,120.62,apple
12,121,200,21.86,91.04,5.57,119.77,apple
32,142,202,21.56,93.05,6.29,119.81,apple
9,139,195,22.09,90.86,5.91,101.72,apple
30,127,203,23.0,90.77,6.08,122.52,apple
5,136,195,21.94,92.82,6.41,123.38,apple
24,139,205,21.71,91.51,6.17,122.81,apple
16,122,196,21.8,92.13,6.44,106.15,apple
0,144,205,21.11,93.16,6.38,101.3,apple
15,140,198,22.04,92.0,5.85,123.02,apple
17,143,204,22.23,92.58,6.08,106.73,apple
23,140,198,22.83,90.36,6.12,105.12,apple
7,132,200,23.07,94.81,6.22,118.33,apple
40,127,203,23.9,91.82,6.33,113.98,apple
2,127,202,22.37,94.85,5.62,114.99,apple
34,140,202,22.7,92.33,6.05,117.57,apple
14,132,201,22.8,90.01,5.73,110.38,apple
24,131,199,22.02,90.52,6.39,111.3,apple
24,18,13,26.5,90.23,6.09,114.33,orange
2,22,12,31.68,93.22,6.04,110.34,orange
14,21,7,34.12,93.27,7.62,100.22,orange
6,8,5,29.29,90.97,7.57,111.61,orange
17,19,9,19.64,92.16,6.51,107.88,orange
7,7,14,16.71,93.54,7.88,112.5,orange
16,28,12,34.93,94.54,7.18,115.46,orange
3,30,8,11.46,90.39,6.7,103.97,orange
1,9,5,14.72,92.92,7.31,108.06,orange
36,14,13,13.99,91.52,7.97,110.06,orange
23,14,15,13.06,93.68,6.93,118.24,orange
20,17,14,24.18,94.39,6.11,100.97,orange
4,19,7,19.86,93.94,6.23,110.93,orange
28,26,10,10.19,93.51,7.61,114.35,orange
21,29,8,21.67,93.15,6.15,111.63,orange
4,18,9,10.42,90.73,6.46,114.54,orange
32,26,5,31.84,91.3,6.03,113.74,orange
0,30,5,17.48,92.41,6.24,112.7,orange
17,18,14,24.54,94.19,7.01,100.02,orange
29,9,6,34.46,90.26,6.28,111.34,orange
15,22,10,30.99,90.93,6.48,106.55,orange
22,17,14,26.79,92.89,6.41,100.0,orange
15,5,13,22.74,90.75,7.68,107.51,orange
39,11,5,12.33,92.93,6.67,113.53,orange
15,29,6,30.44,90.78,6.09,103.46,orange
19,17,8,33.03,93.19,7.37,111.84,orange
20,16,12,26.93,91.48,6.25,111.3,orange
26,26,8,11.78,93.95,6.41,106.19,orange
28,16,8,17.07,92.08,6.45,101.6,orange
38,14,14,23.37,93.26,6.34,107.01,orange
16,12,11,10.09,93.43,6.4,106.12,orange
19,28,12,16.99,92.31,6.65,113.41,orange
8,11,5,20.47,93.83,7.6,100.88,orange
8,14,11,32.43,92.82,6.05,103.31,orange
19,8,13,21.17,94.18,7.84,100.15,orange
24,13,14,16.68,91.15,6.15,105.68,orange
20,20,6,32.59,93.02,6.67,116.81,orange
35,24,10,12.31,92.6,7.45,114.98,orange
9,27,5,12.09,94.57,6.4,116.41,orange
0,19,6,16.81,93.18,7.6,117.43,orange
22,21,6,17.83,92.76,7.17,114.45,orange
25,8,13,18.82,90.66,7.62,106.17,orange
12,11,13,13.78,91.21,7.29,104.73,orange
37,8,15,31.09,94.15,6.86,113.39,orange
19,16,15,32.84,93.65,6.74,114.81,orange
21,9,7,33.8,91.25,6.83,100.73,orange
31,10,15,29.46,91.82,6.75,113.91,orange
0,25,12,24.84,92.98,7.41,113.27,orange
26,29,12,23.61,91.0,6.18,108.78,orange
29,21,13,13.74,90.21,7.01,111.65,orange
18,10,11,34.3,94.61,6.27,111.29,orange
20,24,8,15.9,91.23,7.63,113.11,orange
23,25,15,17.02,92.29,6.15,119.99,orange
13,28,5,23.74,91.87,6.87,118.79,orange
11,13,14,14.43,92.63,7.0,117.77,orange
5,24,12,34.78,92.54,7.24,118.0,orange
2,24,10,26.71,93.12,6.37,118.29,orange
32,8,5,33.54,94.3,6.25,104.84,orange
31,8,8,13.7,94.64,7.64,118.52,orange
14,29,14,23.4,93.6,6.25,114.02,orange
19,13,10,27.15,90.91,6.48,101.23,orange
19,15,5,14.33,92.36,7.96,100.23,orange
17,9,12,19.9,94.08,6.44,101.48,orange
33,26,9,17.48,91.84,7.29,101.37,orange
19,14,14,33.84,93.13,6.65,100.6,orange
31,7,7,19.03,90.87,7.93,100.65,orange
32,26,6,11.45,90.17,6.75,117.16,orange
8,23,13,19.16,92.01,7.28,118.89,orange
8,27,6,32.66,93.49,6.5,104.95,orange
4,10,5,20.63,91.12,6.72,109.08,orange
11,30,8,23.31,90.34,6.83,110.72,orange
6,17,7,27.5,94.36,6.67,109.36,orange
39,10,9,15.15,92.88,7.4,114.84,orange
23,14,5,17.24,92.15,7.47,105.89,orange
34,28,13,20.07,93.13,7.74,117.82,orange
34,21,13,14.09,90.06,7.34,117.71,orange
8,12,10,31.11,91.53,7.75,106.65,orange
16,25,14,24.48,90.16,6.14,111.43,orange
23,21,7,30.35,91.08,7.42,111.32,orange
40,24,10,12.2,93.93,7.18,105.21,orange
12,27,5,19.15,91.83,6.58,102.78,orange
10,7,15,12.76,93.75,6.46,114.59,orange
7,16,14,29.49,93.92,7.41,104.61,orange
35,25,13,11.99,92.16,6.29,112.47,orange
22,22,13,33.76,94.28,6.82,102.51,orange
34,17,7,18.07,92.43,7.36,117.65,orange
6,9,11,32.38,91.74,6.13,112.18,orange
17,8,7,23.44,92.86,6.59,106.02,orange
12,30,11,29.53,90.94,6.57,119.08,orange
29,6,6,28.71,90.04,7.83,106.78,orange
32,10,9,29.56,92.95,7.57,103.87,orange
14,14,12,16.25,93.01,7.49,112.72,orange
0,20,7,24.2,90.54,6.03,106.06,orange
23,9,14,15.87,92.28,6.58,103.06,orange
31,16,6,29.2,91.44,7.32,115.52,orange
9,30,10,16.45,91.89,7.55,100.46,orange
5,11,14,20.26,94.56,7.3,104.56,orange
19,15,8,14.83,94.19,6.4,100.59,orange
0,21,5,20.25,90.73,6.16,106.62,orange
19,13,5,28.31,94.12,7.44,104.88,orange
60,67,53,44.78,93.85,6.63,242.15,papaya
55,45,51,33.63,92.5,6.57,246.59,papaya
37,54,49,39.68,93.71,6.67,246.74,papaya
36,49,47,30.52,92.26,6.6,245.79,papaya
44,63,47,40.42,93.1,6.64,245.08,papaya
50,63,45,41.5,90.02,6.69,246.13,papaya
47,54,45,33.29,91.61,6.56,241.07,papaya
43,66,52,24.48,90.78,6.83,248.45,papaya
35,69,49,32.45,93.92,6.8,242.07,papaya
51,64,49,28.62,90.15,6.79,243.14,papaya
42,63,49,42.98,93.13,6.67,243.84,papaya
53,61,54,29.59,94.24,6.62,248.23,papaya
57,61,54,43.12,92.84,6.53,240.15,papaya
32,47,52,43.88,94.09,6.84,243.68,papaya
36,58,50,28.54,91.48,6.83,242.0,papaya
33,69,48,29.76,90.01,6.96,249.6,papaya
44,56,49,30.7,94.83,6.96,248.76,papaya
45,62,50,43.45,90.44,6.98,242.03,papaya
50,49,46,38.05,91.17,6.8,247.1,papaya
47,70,47,42.94,90.58,6.71,242.82,papaya
60,69,53,37.79,90.38,6.7,248.15,papaya
53,61,45,33.46,94.83,6.79,246.66,papaya
54,52,50,23.87,90.24,6.89,247.17,papaya
59,66,50,42.18,94.98,6.88,247.84,papaya
43,60,50,41.25,91.56,6.73,245.06,papaya
33,63,55,43.41,92.11,6.75,240.89,papaya
39,59,53,40.18,94.78,6.65,246.16,papaya
31,62,50,33.98,92.39,6.7,249.64,papaya
54,66,48,28.43,90.99,6.84,249.47,papaya
49,64,54,25.87,91.92,6.54,244.28,papaya
50,50,53,31.23,94.18,6.51,246.57,papaya
57,61,55,26.25,93.48,6.95,244.71,papaya
30,68,50,26.32,91.41,6.68,244.02,papaya
56,45,46,42.17,93.17,6.52,246.92,papaya
36,57,47,30.78,94.11,6.93,241.73,papaya
47,54,49,29.55,91.07,6.86,242.96,papaya
57,59,45,27.59,90.75,6.75,245.77,papaya
30,62,49,26.09,93.73,6.72,248.79,papaya
39,49,52,25.53,94.05,6.86,242.44,papaya
54,46,54,24.77,92.33,6.97,241.89,papaya
45,59,46,35.14,93.42,6.71,241.31,papaya
55,68,47,23.09,93.43,6.52,246.17,papaya
56,49,47,39.86,90.43,6.86,246.34,papaya
45,68,46,29.34,93.5,6.82,240.98,papaya
38,59,53,24.6,94.2,6.6,241.23,papaya
30,50,52,42.4,92.72,6.97,240.54,papaya
53,54,47,28.75,91.84,6.6,241.66,papaya
32,57,53,32.92,93.52,6.86,250.0,papaya
51,65,55,24.17,91.62,6.52,247.32,papaya
52,64,54,25.78,93.39,6.82,242.56,papaya
42,49,51,42.28,93.43,6.71,245.2,papaya
46,56,52,43.88,93.92,6.55,243.18,papaya
56,45,46,25.82,92.45,6.63,249.75,papaya
35,65,50,38.25,94.87,6.72,248.56,papaya
33,48,46,39.3,90.81,6.73,244.19,papaya
44,62,47,32.0,91.69,6.57,243.53,papaya
59,47,47,34.75,91.98,6.93,247.25,papaya
59,45,49,40.59,91.04,6.95,248.47,papaya
49,53,48,29.36,91.01,6.89,246.28,papaya
31,55,54,26.0,92.51,6.9,242.91,papaya
51,46,45,43.07,93.77,6.78,244.97,papaya
55,63,49,27.49,91.8,6.79,248.96,papaya
47,64,46,23.36,93.79,6.73,242.08,papaya
35,59,50,36.16,92.1,6.66,244.48,papaya
39,67,50,41.53,90.22,6.69,240.45,papaya
55,47,49,42.76,91.18,6.99,247.48,papaya
46,60,53,37.08,93.28,6.82,246.64,papaya
54,58,49,34.48,93.3,6.88,245.12,papaya
49,67,55,33.27,90.14,6.97,248.37,papaya
35,65,45,41.03,90.47,6.93,245.54,papaya
47,56,52,41.38,93.94,6.51,246.11,papaya
35,67,55,36.34,90.42,6.55,244.63,papaya
36,54,52,39.09,90.31,6.7,247.17,papaya
35,67,50,37.64,91.61,6.69,241.41,papaya
50,51,49,34.49,90.91,6.61,240.97,papaya
59,63,49,28.95,94.35,6.76,246.9,papaya
37,62,46,25.35,94.39,6.82,244.52,papaya
60,63,53,42.53,90.45,6.97,240.43,papaya
49,58,51,24.68,92.94,6.51,241.66,papaya
48,46,54,27.84,92.51,6.82,242.59,papaya
44,51,45,26.48,91.34,6.99,240.39,papaya
36,51,47,34.09,94.43,6.62,242.05,papaya
34,56,53,41.15,93.27,6.65,244.54,papaya
49,45,53,28.09,90.91,6.87,246.59,papaya
57,62,47,27.58,93.22,6.51,242.84,papaya
30,70,45,28.29,92.13,6.79,240.32,papaya
31,57,52,39.07,91.09,6.96,248.88,papaya
32,52,46,38.99,94.41,6.94,240.74,papaya
30,60,53,30.59,90.44,6.86,242.72,papaya
38,67,45,37.02,91.39,6.84,242.84,papaya
43,56,46,42.45,90.28,6.95,242.72,papaya
54,68,51,37.58,93.49,6.8,249.02,papaya
60,63,49,24.22,93.19,6.9,241.94,papaya
32,56,52,40.25,94.36,6.63,248.33,papaya
48,65,46,34.64,92.32,6.66,244.84,papaya
53,62,45,29.06,93.91,6.96,245.52,papaya
57,59,47,34.16,93.19,6.69,240.43,papaya
51,67,46,44.04,94.81,6.71,249.31,papaya
50,59,48,35.88,91.32,6.75,246.01,papaya
45,62,54,39.75,93.9,6.88,246.42,papaya
36,26,29,27.57,91.43,6.3,138.92,coconut
3,10,31,27.52,92.66,6.15,170.34,coconut
21,16,26,28.21,91.91,6.41,217.93,coconut
24,7,32,26.31,97.31,5.9,170.33,coconut
21,18,30,29.92,90.18,5.98,173.8,coconut
1,28,29,28.51,90.15,5.51,137.12,coconut
25,12,28,25.75,94.48,6.5,173.52,coconut
16,25,28,29.84,97.01,5.96,184.98,coconut
24,15,34,28.15,95.52,5.57,199.44,coconut
9,5,35,26.27,90.67,5.56,181.77,coconut
3,5,31,26.24,92.43,5.72,148.03,coconut
34,14,28,26.7,98.21,6.32,179.82,coconut
6,21,32,28.92,99.26,5.95,132.32,coconut
13,18,33,29.69,98.74,5.58,179.11,coconut
30,6,28,26.47,96.86,6.11,202.96,coconut
9,26,25,29.22,93.44,6.45,148.17,coconut
33,22,30,26.06,92.53,5.81,152.26,coconut
30,5,27,29.24,96.49,6.41,164.06,coconut
36,25,31,29.4,92.51,5.76,157.82,coconut
18,14,27,27.04,90.05,5.94,132.19,coconut
6,13,28,27.48,95.66,6.2,172.8,coconut
25,5,29,28.32,92.03,6.1,132.26,coconut
37,11,31,25.51,93.25,6.44,201.63,coconut
6,15,27,27.42,96.65,6.37,186.07,coconut
5,16,34,27.63,91.7,6.47,166.67,coconut
13,30,30,27.65,97.56,5.99,218.94,coconut
39,7,25,25.74,96.67,6.5,213.19,coconut
3,12,25,25.88,95.04,6.01,166.83,coconut
38,9,29,26.88,90.14,6.03,181.69,coconut
7,9,31,28.95,92.92,6.43,189.19,coconut
3,22,29,26.22,91.78,5.77,186.29,coconut
3,16,35,26.87,92.45,6.44,133.71,coconut
40,5,29,28.4,94.63,6.37,135.48,coconut
2,20,29,25.13,99.22,6.49,174.55,coconut
12,19,26,29.12,95.67,5.5,203.48,coconut
31,22,35,26.09,94.1,5.65,149.72,coconut
21,15,29,25.58,93.05,5.72,191.61,coconut
7,6,35,25.42,93.83,5.71,166.0,coconut
27,18,35,26.89,91.92,5.6,152.26,coconut
27,30,34,28.22,97.45,5.77,228.69,coconut
13,23,32,29.11,98.86,5.69,164.0,coconut
25,11,33,29.52,93.38,5.91,184.97,coconut
19,10,31,25.18,96.77,6.33,149.03,coconut
13,12,30,25.69,95.5,6.34,212.07,coconut
37,28,33,25.16,97.83,6.27,211.19,coconut
20,25,33,29.64,94.6,5.93,160.99,coconut
7,13,26,25.22,97.94,5.84,133.57,coconut
19,5,34,25.16,95.41,5.67,199.88,coconut
26,30,27,26.76,99.52,5.93,146.28,coconut
17,20,34,27.35,95.38,5.6,227.83,coconut
28,26,35,27.83,99.4,6.1,181.23,coconut
4,8,35,28.86,91.81,6.43,218.34,coconut
37,22,32,29.16,97.56,5.64,138.7,coconut
24,6,34,28.24,94.14,5.86,209.96,coconut
12,7,26,29.01,92.62,6.0,142.06,coconut
3,24,30,27.32,90.43,5.98,150.3,coconut
13,16,29,28.32,94.56,6.35,209.0,coconut
9,20,32,26.15,94.81,6.0,149.89,coconut
26,13,29,25.57,95.4,5.54,221.97,coconut
40,25,29,28.36,98.22,5.75,186.57,coconut
12,20,26,27.05,91.9,6.21,169.96,coconut
34,14,34,25.11,97.91,6.25,138.11,coconut
22,12,31,29.3,95.75,6.06,202.44,coconut
21,16,27,27.8,91.12,6.45,165.18,coconut
33,29,29,29.04,93.15,5.89,165.86,coconut
19,14,30,28.29,95.13,5.87,146.25,coconut
30,12,33,28.24,96.1,5.54,219.8,coconut
40,24,29,27.77,95.34,5.98,227.26,coconut
26,8,34,29.23,93.68,5.75,185.63,coconut
27,8,26,26.8,98.75,6.13,168.24,coconut
29,30,26,29.16,98.88,6.21,201.56,coconut
9,29,35,25.21,91.57,5.87,219.79,coconut
24,19,29,26.97,97.15,6.39,219.92,coconut
10,27,34,27.5,94.33,5.92,160.68,coconut
24,12,33,27.9,93.44,6.49,153.59,coconut
0,9,32,28.12,98.45,6.17,213.39,coconut
31,23,30,25.66,99.21,6.49,178.69,coconut
13,27,32,28.09,94.04,6.05,204.35,coconut
22,19,34,28.99,95.94,5.81,188.99,coconut
5,13,25,29.62,99.03,6.01,134.18,coconut
38,26,35,25.38,90.59,5.67,133.55,coconut
19,28,31,26.11,98.23,5.86,141.59,coconut
29,12,32,27.87,90.84,5.94,182.43,coconut
20,5,28,29.29,95.63,5.65,202.48,coconut
36,9,29,27.68,99.25,6.14,131.26,coconut
35,19,30,25.74,97.79,6.1,184.25,coconut
33,28,27,27.15,96.71,5.86,210.9,coconut
10,21,29,26.0,97.67,5.53,130.37,coconut
32,30,34,26.49,92.7,5.71,209.84,coconut
26,5,34,27.34,96.67,5.56,166.02,coconut
35,11,29,25.72,91.3,6.36,217.89,coconut
0,19,28,26.01,98.9,6.09,141.15,coconut
2,20,27,26.84,95.78,6.49,221.45,coconut
23,15,25,25.86,92.6,5.73,190.21,coconut
25,8,28,29.31,96.44,5.51,172.67,coconut
3,11,31,26.0,99.93,5.82,187.91,coconut
22,21,35,27.05,93.6,6.47,195.92,coconut
24,18,26,26.8,98.65,5.52,216.97,coconut
11,23,27,28.03,93.86,6.25,196.11,coconut
13,30,30,26.37,96.59,5.87,213.46,coconut
116,53,15,23.62,84.48,6.57,66.92,cotton
139,48,15,24.53,75.23,7.65,61.04,cotton
139,38,15,24.16,83.42,6.59,77.07,cotton
108,49,23,25.39,84.03,6.18,98.54,cotton
115,36,16,23.58,81.37,7.86,65.0,cotton
107,54,23,24.38,75.11,6.89,95.18,cotton
125,52,23,25.32,83.98,7.68,66.44,cotton
133,52,17,22.76,79.98,6.56,66.43,cotton
109,38,18,25.29,80.96,5.87,75.07,cotton
134,52,21,22.26,76.26,7.96,90.87,cotton
118,53,20,25.5,82.35,6.0,78.93,cotton
112,60,20,25.6,81.96,7.8,82.08,cotton
136,52,25,23.32,82.9,6.74,67.38,cotton
127,40,19,24.22,84.03,6.43,94.91,cotton
114,58,25,25.19,84.28,7.09,69.53,cotton
121,45,16,23.23,79.05,5.81,75.16,cotton
126,35,22,25.63,81.94,7.67,67.69,cotton
129,49,22,22.06,78.62,6.01,78.64,cotton
116,44,19,25.15,79.58,7.37,67.66,cotton
119,46,25,24.83,78.0,6.31,91.12,cotton
128,41,20,22.36,82.77,7.15,61.89,cotton
106,60,17,22.58,79.79,7.22,91.65,cotton
122,49,21,25.97,75.76,7.05,98.21,cotton
112,44,24,22.75,81.49,6.09,62.94,cotton
129,37,19,24.85,84.75,6.17,87.03,cotton
124,42,24,23.85,83.25,6.15,77.3,cotton
131,36,19,25.77,75.82,7.06,76.98,cotton
132,54,17,24.51,78.73,6.67,98.65,cotton
110,48,20,23.58,84.94,7.16,64.11,cotton
132,57,21,24.96,75.53,6.5,74.06,cotton
101,60,17,24.08,81.91,7.92,74.53,cotton
111,45,21,23.11,82.83,7.57,94.03,cotton
104,49,18,24.55,78.14,7.38,84.35,cotton
134,40,24,25.03,79.53,7.53,91.7,cotton
138,53,18,25.64,75.2,6.08,68.54,cotton
107,49,21,24.3,82.89,7.77,88.64,cotton
102,38,25,25.28,79.06,7.61,63.48,cotton
108,50,17,24.85,80.66,6.82,64.73,cotton
114,35,17,25.83,82.27,7.53,77.79,cotton
137,59,25,23.6,84.03,6.91,62.63,cotton
136,44,15,25.54,82.9,7.3,67.93,cotton
119,36,21,22.95,84.84,6.47,62.82,cotton
119,48,18,23.7,84.91,6.73,78.22,cotton
137,44,16,22.75,76.4,5.84,88.45,cotton
134,44,17,23.39,76.64,6.49,66.85,cotton
104,53,15,22.49,76.49,6.15,76.15,cotton
118,55,23,23.76,84.9,6.78,85.12,cotton
126,52,20,23.65,82.22,6.06,93.69,cotton
111,39,24,22.21,77.46,7.3,78.12,cotton
123,58,25,23.39,76.71,7.67,85.42,cotton
140,49,17,25.58,81.78,7.9,74.94,cotton
104,50,21,23.33,79.86,7.97,88.75,cotton
115,57,21,23.91,83.24,7.79,98.89,cotton
120,57,15,23.43,79.66,6.84,67.18,cotton
123,42,25,24.08,81.77,6.82,88.71,cotton
105,37,15,25.66,75.01,7.85,92.52,cotton
105,41,24,23.31,81.75,5.99,83.63,cotton
111,55,20,23.36,76.16,7.83,69.29,cotton
119,53,19,25.59,77.43,7.65,73.89,cotton
102,42,19,24.21,77.5,5.93,71.64,cotton
129,37,21,25.14,84.14,7.91,79.02,cotton
139,50,21,22.73,79.82,6.95,82.9,cotton
106,60,16,22.04,83.43,6.79,77.82,cotton
139,40,15,23.75,80.89,6.78,61.44,cotton
129,41,20,24.66,81.0,7.4,87.55,cotton
118,35,15,23.86,80.73,7.11,95.63,cotton
124,35,24,24.44,84.6,7.47,60.36,cotton
131,46,16,22.7,81.95,6.9,96.93,cotton
138,58,25,25.77,82.16,6.65,83.74,cotton
110,60,25,24.82,75.26,7.09,62.45,cotton
101,46,23,24.59,83.11,7.41,99.9,cotton
103,39,25,23.42,77.91,7.38,88.09,cotton
117,55,16,23.93,84.68,6.91,95.84,cotton
100,36,25,23.9,78.68,5.95,90.18,cotton
110,37,22,22.82,77.55,6.14,99.03,cotton
101,57,15,24.24,83.89,6.75,78.06,cotton
121,51,16,24.96,81.29,6.67,85.7,cotton
139,51,23,25.4,83.09,6.98,94.0,cotton
102,40,16,25.07,81.22,7.77,66.0,cotton
116,45,21,25.74,75.93,6.17,63.97,cotton
125,58,25,25.08,75.95,6.79,73.16,cotton
118,48,22,22.93,79.95,5.86,86.21,cotton
129,52,22,24.02,82.77,5.84,78.26,cotton
107,56,24,24.81,80.44,7.82,92.0,cotton
107,47,15,23.0,84.37,7.9,79.07,cotton
127,49,19,25.1,78.27,7.25,91.38,cotton
121,58,17,25.98,83.24,7.07,93.35,cotton
130,55,19,25.8,78.56,7.17,74.65,cotton
126,52,18,22.72,81.08,7.1,94.28,cotton
132,48,21,22.12,83.69,7.54,86.31,cotton
106,49,19,24.94,81.2,7.04,93.48,cotton
107,52,23,25.54,84.72,6.56,64.77,cotton
134,51,22,24.99,79.5,6.39,71.82,cotton
110,48,16,24.71,80.83,7.54,79.56,cotton
103,36,23,22.44,81.42,7.92,63.13,cotton
120,42,17,25.9,79.69,7.44,81.39,cotton
135,40,21,24.31,82.5,6.87,68.51,cotton
129,48,15,25.45,80.11,7.85,63.1,cotton
105,51,20,24.68,82.54,6.68,69.88,cotton
130,53,20,22.59,82.63,7.66,64.3,cotton
71,55,37,25.75,70.14,6.85,180.56,jute
61,41,45,24.96,90.0,6.47,191.21,jute
93,39,45,26.4,76.23,6.95,196.53,jute
90,37,40,26.39,77.53,6.33,164.4,jute
75,39,40,23.93,81.44,6.24,168.14,jute
60,51,37,24.55,88.69,7.0,178.75,jute
93,51,38,24.69,86.54,6.7,176.87,jute
63,51,42,24.89,77.16,6.27,183.91,jute
69,56,37,25.04,84.89,6.21,162.93,jute
81,55,42,26.17,87.53,7.1,157.67,jute
84,57,36,26.13,70.75,6.2,161.97,jute
85,36,35,24.22,83.16,6.96,162.96,jute
80,55,44,25.32,84.0,6.27,161.72,jute
86,59,42,24.74,71.53,6.97,162.84,jute
65,40,36,26.26,75.42,7.55,178.2,jute
69,55,42,25.58,78.36,6.86,188.4,jute
78,53,45,23.69,80.28,6.59,159.16,jute
76,58,42,25.67,84.76,7.67,159.04,jute
72,52,35,25.96,77.16,6.66,196.74,jute
84,45,44,23.07,70.43,6.21,182.44,jute
75,58,43,25.17,71.94,7.36,195.09,jute
69,59,40,25.37,87.7,6.9,179.2,jute
62,52,38,23.75,74.88,7.68,195.33,jute
98,54,38,25.62,71.95,6.77,160.65,jute
69,55,35,25.38,78.34,7.55,168.03,jute
67,43,37,26.02,89.47,6.56,179.08,jute
90,51,36,25.7,81.85,6.85,196.06,jute
92,57,39,24.01,88.54,6.7,152.84,jute
100,46,42,26.78,83.89,7.12,161.8,jute
74,58,40,24.61,89.43,7.1,179.15,jute
75,39,42,24.6,79.61,7.19,179.74,jute
94,39,37,25.35,74.94,6.47,164.56,jute
98,44,43,23.73,86.98,6.82,173.44,jute
86,56,44,25.19,88.17,6.49,158.36,jute
65,39,37,25.46,80.77,6.31,188.88,jute
100,44,35,24.45,82.83,6.72,185.62,jute
70,49,36,23.42,74.55,7.14,159.11,jute
63,47,36,24.84,77.45,7.34,197.22,jute
72,36,42,26.07,87.22,7.7,158.97,jute
62,55,41,24.71,89.15,6.94,165.03,jute
83,45,42,25.95,87.74,6.55,184.54,jute
75,45,44,25.75,77.94,6.86,163.68,jute
69,37,44,24.1,74.41,7.38,191.48,jute
61,43,35,23.36,74.82,6.37,151.3,jute
67,39,36,25.37,72.31,6.66,170.95,jute
77,53,45,25.71,88.6,6.62,176.59,jute
91,57,43,25.04,83.18,7.64,198.31,jute
76,50,37,26.84,78.1,7.31,174.33,jute
70,52,35,25.02,86.87,6.58,177.12,jute
69,39,44,24.17,74.22,6.1,171.05,jute
62,57,41,23.5,77.35,6.46,186.88,jute
74,46,42,24.51,81.57,7.22,171.33,jute
83,39,37,23.24,82.09,6.01,179.22,jute
87,38,43,24.99,81.91,7.3,187.45,jute
72,55,38,23.54,73.67,6.13,174.49,jute
72,35,35,23.07,73.4,6.67,171.87,jute
99,54,43,24.46,82.65,6.19,185.05,jute
60,47,36,24.58,85.29,7.71,162.29,jute
78,59,35,26.71,77.48,6.37,155.47,jute
87,60,40,24.81,78.72,6.48,194.31,jute
62,50,45,26.83,72.12,6.01,194.03,jute
87,48,37,26.45,75.09,6.97,197.93,jute
74,53,38,25.48,77.2,7.13,164.16,jute
82,57,44,26.18,74.74,6.3,188.11,jute
100,52,35,24.8,86.97,6.69,192.72,jute
70,58,37,25.74,71.42,6.89,160.72,jute
86,47,42,24.43,87.99,6.59,152.55,jute
91,56,45,26.27,80.77,7.09,166.14,jute
85,38,36,23.38,80.44,6.56,160.05,jute
77,58,38,23.33,88.65,7.68,193.93,jute
62,58,38,23.52,76.14,7.14,190.97,jute
81,54,38,26.53,80.82,6.25,169.55,jute
83,35,37,23.87,88.51,7.16,151.04,jute
67,41,40,23.52,80.38,7.63,189.46,jute
60,58,43,23.26,77.38,6.25,197.3,jute
96,35,43,24.52,80.01,6.4,170.81,jute
87,37,36,23.63,84.8,6.92,186.59,jute
88,46,45,23.55,75.42,7.36,161.47,jute
96,41,41,25.55,72.82,6.15,160.94,jute
69,49,41,23.02,88.6,6.47,184.04,jute
86,48,38,24.21,75.67,7.63,192.0,jute
72,48,39,23.21,72.34,7.42,153.32,jute
92,44,44,26.7,73.76,6.78,193.25,jute
70,37,42,26.98,75.04,7.4,190.19,jute
78,44,42,24.24,74.69,6.82,151.71,jute
91,49,43,25.53,71.23,7.26,182.28,jute
60,43,38,23.07,79.97,7.02,185.12,jute
63,40,42,23.11,80.09,7.54,182.28,jute
97,58,35,24.67,73.52,6.66,162.71,jute
79,43,35,26.7,80.66,6.74,167.54,jute
60,43,38,24.04,88.38,6.47,174.46,jute
66,54,38,25.92,89.34,6.51,166.49,jute
72,45,41,25.58,89.35,7.23,166.96,jute
71,42,41,25.59,89.9,7.59,153.37,jute
100,54,43,26.64,84.71,6.56,192.31,jute
61,42,42,25.52,86.66,7.5,173.38,jute
90,55,37,23.86,83.75,6.04,186.0,jute
63,38,37,24.34,81.53,7.4,157.78,jute
73,41,38,24.27,84.97,6.56,167.11,jute
81,54,35,24.12,74.62,6.33,159.19,jute
112,23,28,24.84,57.21,6.5,158.69,coffee
109,19,29,27.81,55.08,7.46,183.12,coffee
116,22,30,26.1,55.65,6.52,174.39,coffee
80,32,33,27.43,54.67,7.94,150.08,coffee
93,25,27,27.06,50.19,6.61,157.3,coffee
103,30,27,27.32,55.56,7.17,157.86,coffee
117,20,35,23.72,56.94,7.57,143.87,coffee
109,19,25,27.82,59.22,7.99,174.75,coffee
99,15,34,23.18,53.43,7.17,177.77,coffee
